09/07/21,0.125,0.00
09/01/22,1.000,0.00
09/07/22,1.000,0.00
09/01/23,1.938,0.00
09/07/23,1.938,0.00
09/01/24,2.125,0.00
09/07/24,2.125,0.00
09/01/25,2.50,0.00
09/07/25,2.50,0.00
09/01/26,2.50,0.00
09/07/26,2.50,0.00
09/01/27,2.50,0.00
09/07/27,2.50,4.545
09/01/28,2.386,4.545
09/07/28,2.273,4.545
09/01/29,2.159,4.545
09/07/29,2.045,4.545
09/01/30,1.932,4.545
09/07/30,1.818,4.545
09/01/31,1.705,4.545
09/07/31,1.591,4.545
09/01/32,1.477,4.545
09/07/32,1.364,4.545
09/01/33,1.25,4.545
09/07/33,1.136,4.545
09/01/34,1.023,4.545
09/07/34,0.909,4.545
09/01/35,0.795,4.545
09/07/35,0.682,4.545
09/01/36,0.568,4.545
09/07/36,0.455,4.545
09/01/37,0.341,4.545
09/07/37,0.227,4.545
09/01/38,0.114,4.545
